age,income,loan_amount,credit_score,employment_type,risk_rating
1.230639086316293,1.1758533021468542,0.042224597752605696,0.8917418923589999,1,0
0.4549642931712775,-0.6938088652519208,1.338905681718759,-0.5295863478803041,0,0
-0.6309804172317443,-1.069319639064803,-1.1779362804733342,-0.843302941446637,2,0
1.5409090035742992,1.096475014893771,-0.7967827079264639,-1.285067124223718,1,1
-1.173952772433255,-0.005643042279946234,1.0678525856100696,-0.6832434549332018,0,0
-0.16557554134473493,-0.3858938472443556,1.7220539279488438,-0.6768410754726645,0,1
1.230639086316293,0.5602902153235371,0.04840862023011084,-0.09422454456376052,1,0
-0.320710499973738,0.6815518209739884,0.4325925549687942,1.0582037583329724,2,1
-0.010440582715731827,0.08430828426546469,-0.3657555595050279,-1.0417767047232966,3,0
-0.9412503344897505,-0.904801907436971,-0.11764806064740913,1.6472226687024139,0,1
-0.9412503344897505,1.4872009864109297,1.721849282524979,0.10424921871289906,2,0
0.06712689659876972,-0.26541483512664443,-1.449347506073787,1.5127727000311284,1,0
0.9979366483727884,1.041537466740596,-0.15691629764982995,-0.6320244192489026,0,1
1.3082065656307946,1.2814705458976556,0.9953619752016444,0.18107777223934793,0,1
0.06712689659876972,1.5934736927020559,-1.5099216227385586,-0.5680006246435285,0,0
-1.561790169005763,-1.3978927960333847,0.15551263564730058,0.41796581227923196,2,0
-0.08800806203023338,-0.005643042279946234,0.35492551441564424,1.5127727000311284,0,0
-1.6393576483202645,0.015768885075508478,0.2653932962746737,0.23229680792364718,0,0
0.06712689659876972,1.3735470443432642,-0.45747958895953955,1.493565561649516,1,0
1.6184764828888007,-1.0413399459845831,-0.4842208789437147,0.46278246850299376,0,0
0.5325317724857791,1.1637578627472878,-0.26548270740835894,-1.2338480885394187,2,0
1.1530716070017915,-0.2303677204507557,-1.415758876183014,0.6420490933980412,1,1
-1.6393576483202645,0.020954198353728637,-0.9924854208880913,-0.7536696289991133,3,1
-0.16557554134473493,-1.5601212635686703,-0.44479335287839156,1.0133871021092107,1,0
0.7652342104292837,1.2710061893631006,1.1695034661206902,1.4487489054257543,0,0
-0.8636828551752489,0.9122738584005388,0.8246801839048872,-0.8112910441439499,3,0
-0.08800806203023338,0.7478484326765683,-0.9100717520202928,1.3271036956755435,1,0
1.6184764828888007,-0.45823241761905825,1.4989595333628236,1.0325942404908228,0,0
0.14469437591327128,1.1877898925365493,1.048273188861761,1.570394115175965,1,0
0.2998293345422744,-1.0765178165691678,-0.7341682516177819,-1.3106766420658675,2,0
1.4633415242597976,0.537044145060705,1.6564314006291632,-0.5615982451829912,0,0
0.3773968138567759,-1.2036011672276905,0.6646206820656857,-0.4463554148933178,2,1
-0.5534129379172427,0.4834294324273876,0.6948607586385079,0.0,0,1
-0.6309804172317443,-0.40950202075136866,1.0806215622200042,0.0018111473443005721,2,0
1.6184764828888007,0.7120031891124508,-1.1841888792918167,0.1554682543971983,3,0
